564,LS320GI,20000,11390,335,17,2,34,9.35,18.7,651.1,790.5,,,,,,,grid
565,LS320GI,20000,6030,335,18,1,18,9.35,9.35,689.4,837,,,,,,,grid
566,LS320GI,20000,12060,335,18,2,36,9.35,18.7,689.4,837,,,,,,,grid
567,LS320GI,20000,6365,335,19,1,19,9.35,9.35,727.7,883.5,,,,,,,grid
568,LS320GI,20000,12730,335,19,2,38,9.35,18.7,727.7,883.5,,,,,,,grid
569,LS320GI,20000,6700,335,20,1,20,9.35,9.35,766,930,,,,,,,grid
570,LS320GI,20000,13400,335,20,2,40,9.35,18.7,766,930,,,,,,,grid
571,LS320GI,20000,7035,335,21,1,21,9.35,9.35,804.3,976.5,,,,,,,grid
572,LS320GI,20000,14070,335,21,2,42,9.35,18.7,804.3,976.5,,,,,,,grid
573,LS320GI,20000,7370,335,22,1,22,9.35,9.35,842.6,1023,,,,,,,grid
574,LS320GI,20000,14740,335,22,2,44,9.35,18.7,842.6,1023,,,,,,,grid
575,LS320GI,20000,7705,335,23,1,23,9.35,9.35,880.9,1069.5,,,,,,,grid
576,LS320GI,20000,15410,335,23,2,46,9.35,18.7,880.9,1069.5,,,,,,,grid
577,LS320GI,20000,8040,335,24,1,24,9.35,9.35,919.2,1116,,,,,,,grid
578,LS320GI,20000,16080,335,24,2,48,9.35,18.7,919.2,1116,,,,,,,grid
579,LS320GI,20000,8375,335,25,1,25,9.35,9.35,957.5,1162.5,,,,,,,grid
580,LS320GI,20000,16750,335,25,2,50,9.35,18.7,957.5,1162.5,,,,,,,grid
581,LS320GI,20000,8710,335,26,1,26,9.35,9.35,995.8,1209,,,,,,,grid
582,LS320GI,20000,17420,335,26,2,52,9.35,18.7,995.8,1209,,,,,,,grid
583,LS320GI,20000,9045,335,27,1,27,9.35,9.35,1034.1,1255.5,,,,,,,grid
584,LS320GI,20000,18090,335,27,2,54,9.35,18.7,1034.1,1255.5,,,,,,,grid
585,LS320GI,20000,9380,335,28,1,28,9.35,9.35,1072.4,1302,,,,,,,grid
586,LS320GI,20000,18760,335,28,2,56,9.35,18.7,1072.4,1302,,,,,,,grid
587,LS320GI,20000,9715,335,29,1,29,9.35,9.35,1110.7,1348.5,,,,,,,grid
588,LS320GI,20000,19430,335,29,2,58,9.35,18.7,1110.7,1348.5,,,,,,,grid
589,LS320GI,20000,10050,335,30,1,30,9.35,9.35,1149,1395,,,,,,,grid
590,LS320GI,20000,20100,335,30,2,60,9.35,18.7,1149,1395,,,,,,,grid
591,LS320GI,20000,10385,335,31,1,31,9.35,9.35,1187.3,1441.5,,,,,,,grid
592,LS320GI,20000,20770,335,31,2,62,9.35,18.7,1187.3,1441.5,,,,,,,grid
593,LS320GI,20000,10720,335,32,1,32,9.35,9.35,1225.6,1488,,,,,,,grid
594,LS320GI,20000,21440,335,32,2,64,9.35,18.7,1225.6,1488,,,,,,,grid
595,LS320GI,20000,11055,335,33,1,33,9.35,9.35,1263.9,1534.5,,,,,,,grid
596,LS320GI,20000,22110,335,33,2,66,9.35,18.7,1263.9,1534.5,,,,,,,grid
597,LS320GI,20000,11390,335,34,1,34,9.35,9.35,1302.2,1581,,,,,,,grid
598,LS320GI,20000,22780,335,34,2,68,9.35,18.7,1302.2,1581,,,,,,,grid
599,LS320GI,20000,11725,335,35,1,35,9.35,9.35,1340.5,1627.5,,,,,,,grid
600,LS320GI,20000,23450,335,35,2,70,9.35,18.7,1340.5,1627.5,,,,,,,grid
601,LS320GI,20000,12060,335,36,1,36,9.35,9.35,1378.8,1674,,,,,,,grid
602,LS320GI,20000,24120,335,36,2,72,9.35,18.7,1378.8,1674,,,,,,,grid
603,LS320GI,20000,12395,335,37,1,37,9.35,9.35,1417.1,1720.5,,,,,,,grid
604,LS320GI,20000,24790,335,37,2,74,9.35,18.7,1417.1,1720.5,,,,,,,grid
